SubjectArea,Subject,Band,Unit,UnitASCode,AreaofStudy,Outcome,OutcomeCode,ExampleType,ContentType,ExampleText,ParentText,URLTitle,URL,Sequence
Science,Biology,Year 12,Unit 3,VCEBIU3AS1,Area of Study 1 - What is the role of nucleic acids and proteins in maintaining life?,Outcome 1,VCEBIU3AS1O1KK,Activity,Bullet,"Use the context of type 1 diabetes and the protein insulin to investigate the following using a range of activities: protein structure, gene structure (insulin gene and mutations), DNA structure; protein synthesis, including RNA structure Useful resources include: WEHI, Garvan Insitute, Diabetes Australia, Baker Heart and Diabetes Institute, Medical Journal of Australia",,,,4
Science,Biology,Year 12,Unit 3,VCEBIU3AS1,Area of Study 1 - What is the role of nucleic acids and proteins in maintaining life?,Outcome 1,VCEBIU3AS1O1KK,Activity,Bullet,"Model the structure of DNA through online simulations and animations; for example, try these 'DNA origami' STEM and 'DNA sequence bracelets' STEM. Modify the origami or bracelet activity to model RNA.",,,,5
Science,Biology,Year 12,Unit 3,VCEBIU3AS1,Area of Study 1 - What is the role of nucleic acids and proteins in maintaining life?,Outcome 1,VCEBIU3AS1O1KS,Activity,Bullet,"Extract and compare the DNA from a range of fruits and/or vegetables (refer to the University of Queesnland). Explain which part of a nucleotide makes the DNA different for the compared fruits and/or vegetables. Place DNA samples on a microscope slide, stain with a nuclear dye such as methylene blue and observe under a microscope. Perform electrophoresis on DNA samples and compare results for different fruits/vegetables. Suggest whether this procedure would be suitable for extracting DNA from animal cells.",,,,6
Science,Biology,Year 12,Unit 3,VCEBIU3AS1,Area of Study 1 - What is the role of nucleic acids and proteins in maintaining life?,Outcome 1,VCEBIU3AS1O1KK,Activity,Bullet,Model the structures of DNA and the three forms of RNA. Set up a table or use a Venn diagram to summarise the similarities and differences in their sub-units.,,,,7
Science,Biology,Year 12,Unit 3,VCEBIU3AS1,Area of Study 1 - What is the role of nucleic acids and proteins in maintaining life?,Outcome 1,VCEBIU3AS1O1KK,Activity,Bullet,"Explore how the work of Franklin, Watson, Crick and Wilkins exemplifies some of the ways in which a range of evidence from many sources contributed to developing the model of the structure of DNA.",,,,8
Science,Biology,Year 12,Unit 3,VCEBIU3AS1,Area of Study 1 - What is the role of nucleic acids and proteins in maintaining life?,Outcome 1,VCEBIU3AS1O1KS,Activity,Bullet,Analyse the play Photograph 51 by Anna Ziegler and outline the contribution Rosalind Franklin made to the discovery of the DNA structure.,,,,9
Science,Biology,Year 12,Unit 3,VCEBIU3AS1,Area of Study 1 - What is the role of nucleic acids and proteins in maintaining life?,Outcome 1,VCEBIU3AS1O1KK,Activity,Bullet,"Research online the relationship between a gene and its expression into one or more proteins (not including transcription and translation); the concept of an individual's proteome, and how this idea is being applied in some medical treatments (e.g. blister fluid test to speed healing time of burns). Construct a flowchart to show the relationships found. ABC News.",,,,10
Science,Biology,Year 12,Unit 3,VCEBIU3AS1,Area of Study 1 - What is the role of nucleic acids and proteins in maintaining life?,Outcome 1,VCEBIU3AS1O1KK,Activity,Bullet,Create a model to demonstrate the structure of genes in eukaryotic cells. Compare and contrast models with others and identify limitations.,,,,11
Science,Biology,Year 12,Unit 3,VCEBIU3AS1,Area of Study 1 - What is the role of nucleic acids and proteins in maintaining life?,Outcome 1,VCEBIU3AS1O1KK,Activity,Bullet,"Create a multimodal presentation 'Meet the Organelles' to profile and sequence the organelles involved in the processing, packaging and transport of a protein. A Virtual Cell tour can help with this.",,,,12
Science,Biology,Year 12,Unit 3,VCEBIU3AS1,Area of Study 1 - What is the role of nucleic acids and proteins in maintaining life?,Outcome 1,VCEBIU3AS1O1KS,Activity,Bullet,Interpret the genetic code by using tables that specify an amino acid for a codon.,,,,13
Science,Biology,Year 12,Unit 3,VCEBIU3AS1,Area of Study 1 - What is the role of nucleic acids and proteins in maintaining life?,Outcome 1,VCEBIU3AS1O1KK,Activity,Bullet,Access online articles and research reports related to gene expression.,,,,14
Science,Biology,Year 12,Unit 3,VCEBIU3AS1,Area of Study 1 - What is the role of nucleic acids and proteins in maintaining life?,Outcome 1,VCEBIU3AS1O1KK,Activity,Bullet,Access online animations and tutorials relating to transcription and translation. Use a matrix to develop assessment criteria to rate the usefulness of the online information.,,,,15
Science,Biology,Year 12,Unit 3,VCEBIU3AS1,Area of Study 1 - What is the role of nucleic acids and proteins in maintaining life?,Outcome 1,VCEBIU3AS1O1KK,Activity,Bullet,"Access representations of the molecular structures of amino acids, each student randomly selecting two amino acids to construct and model how the two selected monomers combine to form a dipeptide. Work in groups to combine dipeptides to form two different polypeptide chains.",,,,16
Science,Biology,Year 12,Unit 3,VCEBIU3AS1,Area of Study 1 - What is the role of nucleic acids and proteins in maintaining life?,Outcome 1,VCEBIU3AS1O1KK,Activity,Bullet,Create a table describing different examples of proteins that are formed within cells and the roles that they carry out within living things.,,,,17
Science,Biology,Year 12,Unit 3,VCEBIU3AS1,Area of Study 1 - What is the role of nucleic acids and proteins in maintaining life?,Outcome 1,VCEBIU3AS1O1KK,Activity,Bullet,Use a central database to investigate proteomics. Write an account of the information that is available to scientists and the nature of the source of the data.,,,,18
Science,Biology,Year 12,Unit 3,VCEBIU3AS1,Area of Study 1 - What is the role of nucleic acids and proteins in maintaining life?,Outcome 1,VCEBIU3AS1O1KK,Activity,Bullet,"Use a web-based multimedia learning program to become familiar with the processes of transcription and translation (for example, DNA Interactive). Write a summary or construct a flowchart to illustrate protein synthesis.",,,,19
Science,Biology,Year 12,Unit 3,VCEBIU3AS1,Area of Study 1 - What is the role of nucleic acids and proteins in maintaining life?,Outcome 1,VCEBIU3AS1O1KK,Activity,Bullet,Complete a series of questions related to the complementary base-pairing occurring during protein synthesis and the resultant amino acid sequencing.,,,,20
Science,Biology,Year 12,Unit 3,VCEBIU3AS1,Area of Study 1 - What is the role of nucleic acids and proteins in maintaining life?,Outcome 1,VCEBIU3AS1O1KK,Activity,Bullet,"Create a hands-on interactive model or develop a slowmation that shows the trp operon in action when tryptophan is (a) present in high concentrations, in prokaryotic cells, to demonstrate the elements of both represssion and attenuation gene regulation.",,,,21
Science,Biology,Year 12,Unit 3,VCEBIU3AS1,Area of Study 1 - What is the role of nucleic acids and proteins in maintaining life?,Outcome 1,VCEBIU3AS1O1KK,Activity,Bullet,"Use the context of type 1 diabetes and how insulin is made to investigate the following, using a range of activities: use of recombinant plasmids as vectors to transform bacterial cells; use of enzymes to manipulate DNA. Or use some other example resources including : GTAC or Lab Xchange.",,,,22
Science,Biology,Year 12,Unit 3,VCEBIU3AS1,Area of Study 1 - What is the role of nucleic acids and proteins in maintaining life?,Outcome 1,VCEBIU3AS1O1KK,Activity,Bullet,"Use the context of DNA profiling to solve a particular crime or to reconnect families, particularly from the Stolen Generation, to investigate the following using a range of activities: amplification of DNA using PCR; the use of gel electrophoresis to sort DNA fragments; the interpretations of gel runs to profile DNA; bioethical issues of who owns the DNA, how it is used and how accurate, reliable and valid the results are. Useful resources: the ABC, Science Daily, SBS.",,,,23
Science,Biology,Year 12,Unit 3,VCEBIU3AS1,Area of Study 1 - What is the role of nucleic acids and proteins in maintaining life?,Outcome 1,VCEBIU3AS1O1KK,Activity,Bullet,"Explore eDNA as a new technology used as an innovative survey method. Refer to articles on the Arthur Rylah Institute for Environmental Research and 'Detecting Nature's Fingerprint'. Read the articles and connect the information in the articles to the key knowledge, specifically, amplification of DNA using PCR. Represent your understanding. Explain why this technology is useful in gathering data, what knowledge may be created, possible implications of the research findings and potential issues. Apply the understanding of the use of eDNA technology to one of the case studies in 'Detecting Nature's Fingerprint'. Propose how the findings may be extended and/or other environmental issues it may solve.",,,,24
Science,Biology,Year 12,Unit 3,VCEBIU3AS1,Area of Study 1 - What is the role of nucleic acids and proteins in maintaining life?,Outcome 1,VCEBIU3AS1O1KK,Activity,Bullet,Download a CRISPR-Cas9 interactive app (e.g HHMI BioInteractive) to explore and understand the biotechnology tool using self-paced animations and/or games. Construct multimodal representations of the animations. Watch videos of research scientists and create short presentations to describe the applications of this technology.,,,,25
Science,Biology,Year 12,Unit 3,VCEBIU3AS1,Area of Study 1 - What is the role of nucleic acids and proteins in maintaining life?,Outcome 1,VCEBIU3AS1O1KK,Activity,Bullet,Use secondary sources to research the tools and techniques used for gene manipulation. Compile a resource file and use this to prepare a summary of their purpose and the way that DNA is manipulated or modified.,,,,26
Science,Biology,Year 12,Unit 3,VCEBIU3AS1,Area of Study 1 - What is the role of nucleic acids and proteins in maintaining life?,Outcome 1,VCEBIU3AS1O1KS,Activity,Bullet,Analyse and evaluate a scenario involving a DNA application. Provide a response to the bioethical issues raised in the scenario.,,,,27
Science,Biology,Year 12,Unit 3,VCEBIU3AS1,Area of Study 1 - What is the role of nucleic acids and proteins in maintaining life?,Outcome 1,VCEBIU3AS1O1KK,Activity,Bullet,Perform a restriction digest on lambda phage DNA using three different restriction enzymes and sort out the fragments using gel electrophoresis. Example resources: Bio-Rad Restriction Digestion and Analysis of Lammbda DNA Kit OR Lambda DNA information and digest: BioInformatics.,,,,28
Science,Biology,Year 12,Unit 3,VCEBIU3AS1,Area of Study 1 - What is the role of nucleic acids and proteins in maintaining life?,Outcome 1,VCEBIU3AS1O1KK,Activity,Bullet,"Conduct an experiment on the transformation of E.coli using the pGLO plasmid, e.g. Southern Biological.",,,,29
Science,Biology,Year 12,Unit 3,VCEBIU3AS1,Area of Study 1 - What is the role of nucleic acids and proteins in maintaining life?,Outcome 1,VCEBIU3AS1O1KK,Activity,Bullet,View an anotated simulation of gel electrophoresis: PBS Learning or view other videos and interactives at HHMI BioInteractive.,,,,30
Science,Biology,Year 12,Unit 3,VCEBIU3AS1,Area of Study 1 - What is the role of nucleic acids and proteins in maintaining life?,Outcome 1,VCEBIU3AS1O1KK,Activity,Bullet,Access the 'Learn Genetics' and 'Virtual Labs' for PCR (Learn Genetics PCR) and electrophoresis simulations (Learn Genetics Electrophoresis) simulations.,,,,31
Science,Biology,Year 12,Unit 3,VCEBIU3AS1,Area of Study 1 - What is the role of nucleic acids and proteins in maintaining life?,Outcome 1,VCEBIU3AS1O1KK,Activity,Bullet,"Search online for the research paper 'Aligning Goals, Assessment and Activities: An Approach to Teaching PCR and Gel Electrophoresis' to access materials involving critical thinking related to PCR and electrophoresis activities Life Sci Ed.",,,,32
Science,Biology,Year 12,Unit 3,VCEBIU3AS1,Area of Study 1 - What is the role of nucleic acids and proteins in maintaining life?,Outcome 1,VCEBIU3AS1O1KK,Activity,Bullet,"Develop a media file of articles related to a contemporary biological issue involving biotechnologies and their impact on society. Annotate each item to identify the biological concepts involved in the issue and the social, environmental and ethical concerns raised by the issue.",,,,33
Science,Biology,Year 12,Unit 3,VCEBIU3AS1,Area of Study 1 - What is the role of nucleic acids and proteins in maintaining life?,Outcome 1,VCEBIU3AS1O1KK,Activity,Bullet,Storyboard and create an animation of the transformation of bacterial cells to produce human insulin using online animation software.,,,,34
Science,Biology,Year 12,Unit 3,VCEBIU3AS1,Area of Study 1 - What is the role of nucleic acids and proteins in maintaining life?,Outcome 1,VCEBIU3AS1O1KS,Activity,Bullet,Discuss the topic: 'Is DNA manipulation necessary to achieve increased genetic diversity?',,,,35
Science,Biology,Year 12,Unit 3,VCEBIU3AS1,Area of Study 1 - What is the role of nucleic acids and proteins in maintaining life?,Outcome 1,VCEBIU3AS1O1KS,Activity,Bullet,"Analyse a case study of a food crop that has been trans-genetically modified by explaining the nature of the modification, the benefit for food production and any real or perceived negative consequences.",,,,36
Science,Biology,Year 12,Unit 3,VCEBIU3AS1,Area of Study 1 - What is the role of nucleic acids and proteins in maintaining life?,Outcome 1,VCEBIU3AS1O1KK,Activity,Bullet,"Use a Project Based Learning (PBL) approach to investigate DNA and gene structure and the function and application of a gene editing tool, CRISPR-Cas9 both now and into the future.",,,,37
Science,Biology,Year 12,Unit 3,VCEBIU3AS1,Area of Study 1 - What is the role of nucleic acids and proteins in maintaining life?,Outcome 1,VCEBIU3AS1O1KK,DetailedExample,Paragraph,"Project-based learning to explore DNA manipulation using CRISPR-Cas9, a gene editing tool",,,,38
Science,Biology,Year 12,Unit 3,VCEBIU3AS1,Area of Study 1 - What is the role of nucleic acids and proteins in maintaining life?,Outcome 1,VCEBIU3AS1O1KK,DetailedExampleStep,Paragraph,Aim,,,,39
Science,Biology,Year 12,Unit 3,VCEBIU3AS1,Area of Study 1 - What is the role of nucleic acids and proteins in maintaining life?,Outcome 1,VCEBIU3AS1O1KK,DetailedExampleStep,Paragraph,"To use a Project Based Learning (PBL) approach to investigate DNA and gene structure and the function and application of a gene editing tool, CRISPR-Cas9 both now and into the future.",,,,40
Science,Biology,Year 12,Unit 3,VCEBIU3AS1,Area of Study 1 - What is the role of nucleic acids and proteins in maintaining life?,Outcome 1,VCEBIU3AS1O1KK,DetailedExampleStep,Paragraph,Introduction,,,,41
Science,Biology,Year 12,Unit 3,VCEBIU3AS1,Area of Study 1 - What is the role of nucleic acids and proteins in maintaining life?,Outcome 1,VCEBIU3AS1O1KK,DetailedExampleStep,Paragraph,"Students work in small groups to undertake an in-depth inquiry into the use of the protein CRISPR-Cas9, linking to DNA, gene structure and enzymes; and create, compose or produce a product for an authentic audience.",,,,42
Science,Biology,Year 12,Unit 3,VCEBIU3AS1,Area of Study 1 - What is the role of nucleic acids and proteins in maintaining life?,Outcome 1,VCEBIU3AS1O1KK,DetailedExampleStep,Paragraph,Teaching notes,,,,43
Science,Biology,Year 12,Unit 3,VCEBIU3AS1,Area of Study 1 - What is the role of nucleic acids and proteins in maintaining life?,Outcome 1,VCEBIU3AS1O1KK,DetailedExampleStep,Paragraph,This detailed example draws on the principles of PBL developed by the Buck Institute for Education.,,,,44
Science,Biology,Year 12,Unit 3,VCEBIU3AS1,Area of Study 1 - What is the role of nucleic acids and proteins in maintaining life?,Outcome 1,VCEBIU3AS1O1KK,DetailedExampleStep,Paragraph,"A PBL approach begins with an open-ended question, which is ideally provocative and engaging so that it captures students' interest. Students investigate this question and brainstorm possible solutions, learning relevant content during the process. They then apply their learning in creative ways to produce, demonstrate or perform something, advocate for a policy or solution, or teach something to others, practising their communication skills in the process.",,,,45
Science,Biology,Year 12,Unit 3,VCEBIU3AS1,Area of Study 1 - What is the role of nucleic acids and proteins in maintaining life?,Outcome 1,VCEBIU3AS1O1KK,DetailedExampleStep,Paragraph,"Each student-centred project is broken down into three main stages, which can overlap in time frame:",,,,46
Science,Biology,Year 12,Unit 3,VCEBIU3AS1,Area of Study 1 - What is the role of nucleic acids and proteins in maintaining life?,Outcome 1,VCEBIU3AS1O1KK,DetailedExampleStep,Bullet,Inquire/discover/research,,,,47
Science,Biology,Year 12,Unit 3,VCEBIU3AS1,Area of Study 1 - What is the role of nucleic acids and proteins in maintaining life?,Outcome 1,VCEBIU3AS1O1KK,DetailedExampleStep,Bullet,Create/compose/produce,,,,48
Science,Biology,Year 12,Unit 3,VCEBIU3AS1,Area of Study 1 - What is the role of nucleic acids and proteins in maintaining life?,Outcome 1,VCEBIU3AS1O1KK,DetailedExampleStep,Bullet,Present/share/promote.,,,,49
Science,Biology,Year 12,Unit 3,VCEBIU3AS1,Area of Study 1 - What is the role of nucleic acids and proteins in maintaining life?,Outcome 1,VCEBIU3AS1O1KK,DetailedExampleStep,Paragraph,Teachers may provide questions for investigation or develop these questions in conjunction with their students. A manageable way to tackle this task may be:,,,,50
Science,Biology,Year 12,Unit 3,VCEBIU3AS1,Area of Study 1 - What is the role of nucleic acids and proteins in maintaining life?,Outcome 1,VCEBIU3AS1O1KK,DetailedExampleStep,Bullet,Determine the questions to be investigated as a class,,,,51
Science,Biology,Year 12,Unit 3,VCEBIU3AS1,Area of Study 1 - What is the role of nucleic acids and proteins in maintaining life?,Outcome 1,VCEBIU3AS1O1KK,DetailedExampleStep,Bullet,Student groups share their groups' learning with their class peers,,,,52
Science,Biology,Year 12,Unit 3,VCEBIU3AS1,Area of Study 1 - What is the role of nucleic acids and proteins in maintaining life?,Outcome 1,VCEBIU3AS1O1KK,DetailedExampleStep,Bullet,Students complete a 'compare and contrast matrix' for the presentations.,,,,53
Science,Biology,Year 12,Unit 3,VCEBIU3AS1,Area of Study 1 - What is the role of nucleic acids and proteins in maintaining life?,Outcome 1,VCEBIU3AS1O1KK,DetailedExampleStep,Paragraph,Assessment can include self- and peer-assessment questionnaires and a compare and contrast matrix. In this way the contribution of each student within any group is accounted for.,,,,54
Science,Biology,Year 12,Unit 3,VCEBIU3AS1,Area of Study 1 - What is the role of nucleic acids and proteins in maintaining life?,Outcome 1,VCEBIU3AS1O1KK,DetailedExampleStep,Paragraph,Approximate time frames are proposed for each stage.,,,,55
Science,Biology,Year 12,Unit 3,VCEBIU3AS1,Area of Study 1 - What is the role of nucleic acids and proteins in maintaining life?,Outcome 1,VCEBIU3AS1O1KK,DetailedExampleStep,Paragraph,Key science skills,,,,56
Science,Biology,Year 12,Unit 3,VCEBIU3AS1,Area of Study 1 - What is the role of nucleic acids and proteins in maintaining life?,Outcome 1,VCEBIU3AS1O1KS,DetailedExampleStep,Paragraph,Teachers should identify and inform students of the relevant key science skills that are embedded in the task.,,,,57
Science,Biology,Year 12,Unit 3,VCEBIU3AS1,Area of Study 1 - What is the role of nucleic acids and proteins in maintaining life?,Outcome 1,VCEBIU3AS1O1KK,DetailedExampleStep,Paragraph,Preparation,,,,58
Science,Biology,Year 12,Unit 3,VCEBIU3AS1,Area of Study 1 - What is the role of nucleic acids and proteins in maintaining life?,Outcome 1,VCEBIU3AS1O1KK,DetailedExampleStep,Paragraph,Students may need assistance in deconstructing the investigation question.,,,,59
Science,Biology,Year 12,Unit 3,VCEBIU3AS1,Area of Study 1 - What is the role of nucleic acids and proteins in maintaining life?,Outcome 1,VCEBIU3AS1O1KS,DetailedExampleStep,Paragraph,"Teachers could also discuss the necessary skills required to work well in a group, including perseverance and a positive attitude.",,,,60
Science,Biology,Year 12,Unit 3,VCEBIU3AS1,Area of Study 1 - What is the role of nucleic acids and proteins in maintaining life?,Outcome 1,VCEBIU3AS1O1KK,DetailedExampleStep,Paragraph,Health and safety note,,,,61
Science,Biology,Year 12,Unit 3,VCEBIU3AS1,Area of Study 1 - What is the role of nucleic acids and proteins in maintaining life?,Outcome 1,VCEBIU3AS1O1KK,DetailedExampleStep,Paragraph,There are no specific health and safety concerns associated with this activity.,,,,62
Science,Biology,Year 12,Unit 3,VCEBIU3AS1,Area of Study 1 - What is the role of nucleic acids and proteins in maintaining life?,Outcome 1,VCEBIU3AS1O1KK,DetailedExampleStep,Paragraph,Stage 1: Inquire/discover/research,,,,63
Science,Biology,Year 12,Unit 3,VCEBIU3AS1,Area of Study 1 - What is the role of nucleic acids and proteins in maintaining life?,Outcome 1,VCEBIU3AS1O1KK,DetailedExampleStep,Paragraph,CRISPR babies: when will the world be ready? (Refer to an article in Nature).,,,,64
Science,Biology,Year 12,Unit 3,VCEBIU3AS1,Area of Study 1 - What is the role of nucleic acids and proteins in maintaining life?,Outcome 1,VCEBIU3AS1O1KK,DetailedExampleStep,Paragraph,God in a Kit: The perils and possibilities of a tool called CRISPR (Refer to an article in the Sydney Morning Herald).,,,,65
Science,Biology,Year 12,Unit 3,VCEBIU3AS1,Area of Study 1 - What is the role of nucleic acids and proteins in maintaining life?,Outcome 1,VCEBIU3AS1O1KK,DetailedExampleStep,Bullet,"From the stimulus articles, students choose an investigation question that interests them personally; ideally they make their personal interest in it explicit by recording initial ideas in the logbook.",,,,66
Science,Biology,Year 12,Unit 3,VCEBIU3AS1,Area of Study 1 - What is the role of nucleic acids and proteins in maintaining life?,Outcome 1,VCEBIU3AS1O1KK,DetailedExampleStep,Bullet,Form teams of three to four people who have some interest in the same investigation question. The teacher may facilitate this.,,,,67
Science,Biology,Year 12,Unit 3,VCEBIU3AS1,Area of Study 1 - What is the role of nucleic acids and proteins in maintaining life?,Outcome 1,VCEBIU3AS1O1KK,DetailedExampleStep,Bullet,"As a team, brainstorm what they do know and do not know about the investigation question. What specific questions do they need to investigate further? Use key science skills and key knowledge to guide and inform the research. Each student should keep evidence of the process in their logbooks.",,,,68
Science,Biology,Year 12,Unit 3,VCEBIU3AS1,Area of Study 1 - What is the role of nucleic acids and proteins in maintaining life?,Outcome 1,VCEBIU3AS1O1KK,DetailedExampleStep,Bullet,"Consider how the investigation question affects different people and the issues it raises - research, identify and describe relevant individuals, stakeholders and community groups. What specific questions need further investigation? Students need to keep evidence of the process in their logbooks and also keep a record of where they sourced the information in case they need to return to it later.",,,,69
Science,Biology,Year 12,Unit 3,VCEBIU3AS1,Area of Study 1 - What is the role of nucleic acids and proteins in maintaining life?,Outcome 1,VCEBIU3AS1O1KK,DetailedExampleStep,Bullet,"Review the selected investigation question and reframe/rewrite it if necessary to include specific parameters (for example, to refine it to a particular example).",,,,70
Science,Biology,Year 12,Unit 3,VCEBIU3AS1,Area of Study 1 - What is the role of nucleic acids and proteins in maintaining life?,Outcome 1,VCEBIU3AS1O1KK,DetailedExampleStep,Bullet,"Nominate valid sources, such as organisations or professionals in the field, who might be able to supply information to help answer the specific questions identified as requiring further investigation.",,,,71
Science,Biology,Year 12,Unit 3,VCEBIU3AS1,Area of Study 1 - What is the role of nucleic acids and proteins in maintaining life?,Outcome 1,VCEBIU3AS1O1KK,DetailedExampleStep,Bullet,"Collect as much information as possible on the investigation question by dividing up these tasks between individuals within the group. Remember to agree on a timeline for completion. This might include using methods such as: online/library research; photo and video documentation; experimental data; and highlighting experts with a variety of different viewpoints. Each student should keep and share a careful log of their research - dates, times, sources, observations, summaries, etc.",,,,72
Science,Biology,Year 12,Unit 3,VCEBIU3AS1,Area of Study 1 - What is the role of nucleic acids and proteins in maintaining life?,Outcome 1,VCEBIU3AS1O1KS,DetailedExampleStep,Bullet,"As a group, analyse the evidence collated and create charts, graphs and/or other visual representations to understand the findings.",,,,73
Science,Biology,Year 12,Unit 3,VCEBIU3AS1,Area of Study 1 - What is the role of nucleic acids and proteins in maintaining life?,Outcome 1,VCEBIU3AS1O1KK,DetailedExampleStep,Paragraph,Stage 2: Create/compose/produce,,,,74
Science,Biology,Year 12,Unit 3,VCEBIU3AS1,Area of Study 1 - What is the role of nucleic acids and proteins in maintaining life?,Outcome 1,VCEBIU3AS1O1KK,DetailedExampleStep,Bullet,"Based on their research, ask what specific process/solution they would like to compose that addresses the investigation question. Their task is to make public a strong, convincing explanation to a real/authentic audience. Does the group want to design a website, plan a community information event, improve an existing project/program, make a presentation to interested people? Or something else?",,,,75
Science,Biology,Year 12,Unit 3,VCEBIU3AS1,Area of Study 1 - What is the role of nucleic acids and proteins in maintaining life?,Outcome 1,VCEBIU3AS1O1KS,DetailedExampleStep,Bullet,Identify all the steps required to make this stage happen.,,,,76
Science,Biology,Year 12,Unit 3,VCEBIU3AS1,Area of Study 1 - What is the role of nucleic acids and proteins in maintaining life?,Outcome 1,VCEBIU3AS1O1KK,DetailedExampleStep,Bullet,Make contact with their real/authentic audience and present to them a very brief description of the intended product and the reason for the inquiry into the investigation question. Students keep evidence of their contact in their logbooks.,,,,77
Science,Biology,Year 12,Unit 3,VCEBIU3AS1,Area of Study 1 - What is the role of nucleic acids and proteins in maintaining life?,Outcome 1,VCEBIU3AS1O1KK,DetailedExampleStep,Bullet,Create the product and collect evidence of the process.,,,,78
Science,Biology,Year 12,Unit 3,VCEBIU3AS1,Area of Study 1 - What is the role of nucleic acids and proteins in maintaining life?,Outcome 1,VCEBIU3AS1O1KK,DetailedExampleStep,Paragraph,Stage 3: Present/share/promote,,,,79
Science,Biology,Year 12,Unit 3,VCEBIU3AS1,Area of Study 1 - What is the role of nucleic acids and proteins in maintaining life?,Outcome 1,VCEBIU3AS1O1KK,DetailedExampleStep,Bullet,Present the final product to class peers for initial review. Randomly selected class peers complete an assessment questionnaire (based on criteria in a provided assessment rubric). Complete self- and team peer-assessment questionnaires.,,,,80
Science,Biology,Year 12,Unit 3,VCEBIU3AS1,Area of Study 1 - What is the role of nucleic acids and proteins in maintaining life?,Outcome 1,VCEBIU3AS1O1KK,DetailedExampleStep,Bullet,Deliver the final product to the real/authentic audience. Collect evidence of the process. Randomly selected audience members complete assessment questionnaires.,,,,81
Science,Biology,Year 12,Unit 3,VCEBIU3AS1,Area of Study 1 - What is the role of nucleic acids and proteins in maintaining life?,Outcome 1,VCEBIU3AS1O1KK,DetailedExampleStep,Bullet,"Students complete a written 'compare and contrast matrix' for the selected question that addresses the following categories: factors that influence the use of CRISPR-Cas9, the scientific understanding and the potential issues, including identifying probably stakeholders and possible solutions.",,,,82
Science,Biology,Year 12,Unit 3,VCEBIU3AS1,Area of Study 1 - What is the role of nucleic acids and proteins in maintaining life?,Outcome 1,VCEBIU3AS1O1KK,DetailedExampleStep,Paragraph,Suggested links to articles that support learning,,,,83
Science,Biology,Year 12,Unit 3,VCEBIU3AS1,Area of Study 1 - What is the role of nucleic acids and proteins in maintaining life?,Outcome 1,VCEBIU3AS1O1KK,DetailedExampleStep,Paragraph,Gene-edited babies: what does the law allow in Australia?,,,,84
Science,Biology,Year 12,Unit 3,VCEBIU3AS1,Area of Study 1 - What is the role of nucleic acids and proteins in maintaining life?,Outcome 1,VCEBIU3AS1O1KK,DetailedExampleStep,Paragraph,Australia approves cutting edge CRISPR gene editing technology,,,,85
Science,Biology,Year 12,Unit 3,VCEBIU3AS1,Area of Study 1 - What is the role of nucleic acids and proteins in maintaining life?,Outcome 1,VCEBIU3AS1O1KK,DetailedExampleStep,Paragraph,Taking the sting out: Australian gene editing is crossing the pain threshold,,,,86
Science,Biology,Year 12,Unit 3,VCEBIU3AS1,Area of Study 1 - What is the role of nucleic acids and proteins in maintaining life?,Outcome 1,VCEBIU3AS1O1KK,DetailedExampleStep,Paragraph,CRISPR Cancer trial finds that gene edited immune cells are safe,,,,87
Science,Biology,Year 12,Unit 3,VCEBIU3AS1,Area of Study 1 - What is the role of nucleic acids and proteins in maintaining life?,Outcome 1,VCEBIU3AS1O1KK,DetailedExampleStep,Paragraph,Podcast: Genetic Snip and Snap - Editing genes and tackling diseases with CRISPR technology: University of Melbourne,,,,88
Science,Biology,Year 12,Unit 3,VCEBIU3AS2,Area of Study 2 - How are biochemical pathways regulated?,Outcome 2,,,OutcomeHeading,Outcome 2,,,,1
Science,Biology,Year 12,Unit 3,VCEBIU3AS2,Area of Study 2 - How are biochemical pathways regulated?,Outcome 2,,,OutcomeDescription,"On completion of this unit the student should be able to analyse the structure and regulation of biochemical pathways in photosynthesis and cellular respiration, and evaluate how biotechnology can be used to solve problems related to the regulation of biochemical pathways.",,,,2
Science,Biology,Year 12,Unit 3,VCEBIU3AS2,Area of Study 2 - How are biochemical pathways regulated?,Outcome 2,,,SectionHeading,Examples of learning activities,,,,3
Science,Biology,Year 12,Unit 3,VCEBIU3AS2,Area of Study 2 - How are biochemical pathways regulated?,Outcome 2,VCEBIU3AS2O2KK,Activity,Bullet,"Using the context of either photosynthesis or cellular respiration, model how an enzyme operates; use examples to illustrate competitive and non-competitive inhibition.",,,,4
Science,Biology,Year 12,Unit 3,VCEBIU3AS2,Area of Study 2 - How are biochemical pathways regulated?,Outcome 2,VCEBIU3AS2O2KK,Activity,Bullet,"Formulate a hypothesis, make a prediction and explore the effect of changing temperature and/or pH and/or concentration on the activity of a specific enzyme in relation to photosynthesis or cellular respiration.",,,,5
Science,Biology,Year 12,Unit 3,VCEBIU3AS2,Area of Study 2 - How are biochemical pathways regulated?,Outcome 2,VCEBIU3AS2O2KK,Activity,Bullet,"Using the context of either photosynthesis or cellular respiration, produce an infographic to explain the difference between an enzyme and a coenzyme.",,,,6
Science,Biology,Year 12,Unit 3,VCEBIU3AS2,Area of Study 2 - How are biochemical pathways regulated?,Outcome 2,VCEBIU3AS2O2KK,Activity,Bullet,Explore the Science and Plants for Schools Respiration and Photosynthesis Animation.,,,,7
