SubjectArea,Subject,Band,Unit,UnitASCode,AreaofStudy,Outcome,OutcomeCode,ExampleType,ContentType,ExampleText,ParentText,URLTitle,URL,Sequence
Science,Biology,Year 12,Unit 3,VCEBIU3AS2,Area of Study 2 - How are biochemical pathways regulated?,Outcome 2,VCEBIU3AS2O2KK,Activity,Bullet,"Explore the separation of plant pigments using chromatography (eg. Libre Texts Biology). Discuss the role of pigments in plants, the location of pigments within a cell and their role in the production of biomolecules.",,,,8
Science,Biology,Year 12,Unit 3,VCEBIU3AS2,Area of Study 2 - How are biochemical pathways regulated?,Outcome 2,VCEBIU3AS2O2KK,Activity,Bullet,Plan and conduct an experiment to investigate whether the wavelength range of light used by terrestrial plants for photosynthesis differs from the range used by aquatic plants.,,,,9
Science,Biology,Year 12,Unit 3,VCEBIU3AS2,Area of Study 2 - How are biochemical pathways regulated?,Outcome 2,VCEBIU3AS2O2KK,Activity,Bullet,"Use key science skills to conduct investigations to determine the effect of light, water, temperature or carbon dioxide concentration on the rate of photosynthesis in plants.",,,,10
Science,Biology,Year 12,Unit 3,VCEBIU3AS2,Area of Study 2 - How are biochemical pathways regulated?,Outcome 2,VCEBIU3AS2O2KK,Activity,Bullet,"Design experiments to investigate the effects of different wavelengths of light on the photosynthetic capacity of different types of seedlings (for example, radish, spinach and lettuce).",,,,11
Science,Biology,Year 12,Unit 3,VCEBIU3AS2,Area of Study 2 - How are biochemical pathways regulated?,Outcome 2,VCEBIU3AS2O2KS,Activity,Bullet,Evaluate the ways in which scientists use knowledge of factors affecting photosynthesis to make predictions and recommendations about suitable habitats for crop production (e.g. in the light of climate change).,,,,12
Science,Biology,Year 12,Unit 3,VCEBIU3AS2,Area of Study 2 - How are biochemical pathways regulated?,Outcome 2,VCEBIU3AS2O2KK,Activity,Bullet,Use thin-layer chromatography to determine whether the photosynthetic pigments in the leaves of deciduous trees differ from those in the leaves of evergreen trees.,,,,13
Science,Biology,Year 12,Unit 3,VCEBIU3AS2,Area of Study 2 - How are biochemical pathways regulated?,Outcome 2,VCEBIU3AS2O2KK,Activity,Bullet,"Experimentally investigate the light-dependent reaction in photosynthesis as described on the Nuffield Foundation website. Use a spectrophotometer to measure the rate of photosynthesis or cellular respiration (recorded by the percentage of light transmission through coloured solution every three minutes) in experiments where bromothymol blue or other coloured indicators are used as indicators of the reactions; for example, photosynthetic activity is evident when bromothymol solution turns blue, as CO2 is used in the reaction, and cellular respiration activity is evident when bromothymol solution turns yellow, as CO2 is added to the solution by the reaction.",,,,14
Science,Biology,Year 12,Unit 3,VCEBIU3AS2,Area of Study 2 - How are biochemical pathways regulated?,Outcome 2,VCEBIU3AS2O2KK,Activity,Bullet,Use a microtome to section plant specimens for viewing under a microscope and compare the chlorophyll distribution and density by developing hypotheses and undertaking investigations to determine whether there is a correlation between the location of a leaf on a tree and the concentration of chlorophyll.,,,,15
Science,Biology,Year 12,Unit 3,VCEBIU3AS2,Area of Study 2 - How are biochemical pathways regulated?,Outcome 2,VCEBIU3AS2O2KK,Activity,Bullet,"Experimentally explore how an enzymatic reaction of the Krebs cycle may be manipulated; for example, testing the effect of substituting malonic acid for succinic acid in the reaction where succinic acid dehydrogenase oxidises succinic acid into fumaric acid as part of the Krebs cycle.",,,,16
Science,Biology,Year 12,Unit 3,VCEBIU3AS2,Area of Study 2 - How are biochemical pathways regulated?,Outcome 2,VCEBIU3AS2O2KS,Activity,Bullet,"Use a respirometer to measure and compare the rates of cellular respiration in germinating and non-germinating/dormant (dry) pea seeds at varying temperatures (water baths of 0°C, 10°C, 25°C, 30°C, 50°C and 100°C), including a non-metabolising control.",,,,17
Science,Biology,Year 12,Unit 3,VCEBIU3AS2,Area of Study 2 - How are biochemical pathways regulated?,Outcome 2,VCEBIU3AS2O2KK,Activity,Bullet,"Develop a hypothesis and plan and conduct experiments to quantitatively determine how the rate of anaerobic respiration in yeast is affected by changing pH, temperature and sugar concentration.",,,,18
Science,Biology,Year 12,Unit 3,VCEBIU3AS2,Area of Study 2 - How are biochemical pathways regulated?,Outcome 2,VCEBIU3AS2O2KK,Activity,Bullet,"Create a multimodal presentation that outlines the main inputs, outputs and locations of the stages of cellular respiration or the main inputs, outputs and locations of the stages of photosynthesis.",,,,19
Science,Biology,Year 12,Unit 3,VCEBIU3AS2,Area of Study 2 - How are biochemical pathways regulated?,Outcome 2,VCEBIU3AS2O2KS,Activity,Bullet,"Create a Venn diagram to compare anaerobic fermentation in animals and yeasts, including location, inputs and outputs.",,,,20
Science,Biology,Year 12,Unit 3,VCEBIU3AS2,Area of Study 2 - How are biochemical pathways regulated?,Outcome 2,VCEBIU3AS2O2KK,Activity,Bullet,Create a series of questions related to cellular energy transformations and a comparison of the energy changes in the different stages in photosynthesis and cellular respiration.,,,,21
Science,Biology,Year 12,Unit 3,VCEBIU3AS2,Area of Study 2 - How are biochemical pathways regulated?,Outcome 2,VCEBIU3AS2O2KK,Activity,Bullet,Annotate a diagram of a chloroplast to show the main stages and sites in photosynthesis and a mitochondrion to show the main stages in cellular respiration.,,,,22
Science,Biology,Year 12,Unit 3,VCEBIU3AS2,Area of Study 2 - How are biochemical pathways regulated?,Outcome 2,VCEBIU3AS2O2KK,Activity,Bullet,"Research online and create an infographic that describes a technique that is used by scientists in the field of biotechnology and the advances that are being made as a result of its application; for example, the use of anaerobic fermentation in production of biofuel from biomass.",,,,23
Science,Biology,Year 12,Unit 3,VCEBIU3AS2,Area of Study 2 - How are biochemical pathways regulated?,Outcome 2,VCEBIU3AS2O2KS,Activity,Bullet,Access online journals and interpret a range of scientific and media texts to construct an infographic to highlight how CRISPR-Cas9 technology may be used to improve photosynthetic and crop yields.,,,,24
Science,Biology,Year 12,Unit 3,VCEBIU3AS2,Area of Study 2 - How are biochemical pathways regulated?,Outcome 2,VCEBIU3AS2O2KK,Activity,Bullet,Explore approaches to bioethics and ethical concepts using examples of bioethical issues of anaerobic fermentation and CRISPR-Cas9 applications. Identify and explain judgments or decisions associated with these issues.,,,,25
Science,Biology,Year 12,Unit 3,VCEBIU3AS2,Area of Study 2 - How are biochemical pathways regulated?,Outcome 2,VCEBIU3AS2O2KK,Activity,Bullet,"Explore why gene editing is the next food revolution (see the National Geographic website), the uses of gene editing to work towards eliminating cereal rust in wheat and powdery mildew in grapes, increasing omega 3 canola and plant biomass oil or any other suitable application. Useful sites: CSIRO, GRDC, ABC.",,,,26
Science,Biology,Year 12,Unit 3,VCEBIU3AS2,Area of Study 2 - How are biochemical pathways regulated?,Outcome 2,VCEBIU3AS2O2KK,Activity,Bullet,"Select one or more of the plants used in gene editing and use this as a context to plan and conduct fieldwork investigations into factors affecting the rate of photosynthesis, formulating hypotheses. Analyse and evaluate the fieldwork data, linking to the inputs, outputs and stages of photosynthesis and the degree to which the evidence supports the aim of the investigation, and support or refutes the hypotheses.",,,,27
Science,Biology,Year 12,Unit 3,VCEBIU3AS2,Area of Study 2 - How are biochemical pathways regulated?,Outcome 2,VCEBIU3AS2O2KK,Activity,Bullet,"In 2019, the Australian Government relaxed laws around gene editing, using CRISPR, in some forms, in plants and animals (refer to the websites of the ABC and the Australian Government's Office of the Gene Technology Regulator). Consider the positions of other state and territory governments and other worldwide countries with regards to CRISPR-Cas9 technologies to improve photosynthetic efficiencies and crop yields. Identify and consider the positions of stakeholders (e.g. scientists, farmers, consumers, businesses). Work in groups, with rotation of groups, to consider the viewpoints of stakeholders. Select one or more ethical approach and concept (pages 16 and 17) to explore the issue of gene editing regulation in plants. Consider your own position and suggested course of action based on the collated class data, discussion and scientific evidence, reasoning and reflection. Debrief and reflect on this experience to consider what was learnt from other stakeholder perspectives and any changes made to opinions held.",,,,28
Science,Biology,Year 12,Unit 3,VCEBIU3AS2,Area of Study 2 - How are biochemical pathways regulated?,Outcome 2,VCEBIU3AS2O2KK,Activity,Bullet,"Use the context of current research into photosynthesis; for example, 'designing a more productive corn able to cope with future climates', 'blue-green algae promises to help boost food crop yields', 'tiny highways in leaves could lead to more productive crops' or 'engineering better proteins could help feed a hungry world'. Refer to the ANU Research School of Biology: ANU - Designing more productive corn, ANU - blue-green algae to boost crop yeilds, ANU - tiny highway leaves produce more productive crops, ANU - boosting food production to feed the world. Use reasoning to draw and justify conclusions as to the role of Rubisco and C3, C4 and CAM adaptations. Devise evidence-based real or imagined solutions to the current research. Link the fieldwork data analysis to the impact on the function of Rubisco in photosynthesis or plan and conduct further fieldwork investigations. Useful resource: the Australian Research Council Centre for Excellence in Plant Energy Biology.",,,,29
Science,Biology,Year 12,Unit 3,VCEBIU3AS2,Area of Study 2 - How are biochemical pathways regulated?,Outcome 2,VCEBIU3AS2O2KS,Activity,Bullet,"Analyse and evaluate features of C3 and C4 Australian native grasses, linking the adaptations to the environment and indigenous plant use. Use clear and concise expression to communicate to a specific audience. Useful resources: the Native Grass Resources Group (publication - Understanding C3 and C4 native grasses), the NSW Department of Primary Industries (C3 and C4 native grasses), the Australian National Botanic Gardens Centre for Australian National Biodiversity (Indigenous plant use).",,,,30
Science,Biology,Year 12,Unit 3,VCEBIU3AS2,Area of Study 2 - How are biochemical pathways regulated?,Outcome 2,VCEBIU3AS2O2KK,Activity,Bullet,"Consider the issue: 'Biofuel from crop waste lands funding boost for newly-proven sustainable technology' as renewable energy (refer to the Victorian State Government and the Australian Renewable Energy Agency.) Use this context to create a flowchart to highlight how biofuel is produced from biomass by anaerobic fermentation. Compare and contrast flowcharts, share ideas and viewpoints and modify flowcharts accordingly. Analyse case studies of various feedstocks used in biofuels and consider energy justice as a bioethical issue 'Rethinking biofuels' on the Monash University website. Consider your own positon and suggested course of action based on the group and/or class discussion and scientific evidence, reasoning and reflection. Debrief and reflect on this experience and any changes made to opinions held.",,,,31
Science,Biology,Year 12,Unit 3,VCEBIU3AS2,Area of Study 2 - How are biochemical pathways regulated?,Outcome 2,VCEBIU3AS2O2KK,Activity,Bullet,"Find a media article about a cyanide poisoning case or chemical warfare in humans. Use this as a context to represent how cyanide acts as an irreversible enzyme inhibitor in cellular respiration, including the main inputs, outputs and locations of the stages, including ATP yield. Pose and investigate questions regarding the impact of cyanide on other animals, plants and yeast.",,,,32
Science,Biology,Year 12,Unit 3,VCEBIU3AS2,Area of Study 2 - How are biochemical pathways regulated?,Outcome 2,VCEBIU3AS2O2KK,Activity,Bullet,"Plan and conduct investigations into factors affecting the rate of cellular respiration and formulate hypotheses. Analyse and evaluate the generated and collected data, linking to the inputs, outputs and stages of cellular respiration and the degree to which the evidence supports the aim of the investigation, and supports or refutes the hypotheses.",,,,33
Science,Biology,Year 12,Unit 3,VCEBIU3AS2,Area of Study 2 - How are biochemical pathways regulated?,Outcome 2,VCEBIU3AS2O2KK,Activity,Bullet,Conduct fieldwork to explore how leaf shape differs between native and introduced plant species and how this links to photosynthesis.,,,,34
Science,Biology,Year 12,Unit 3,VCEBIU3AS2,Area of Study 2 - How are biochemical pathways regulated?,Outcome 2,VCEBIU3AS2O2KK,DetailedExample,Paragraph,Fieldwork - How does leaf shape differ between native and introduced plant species and how does this link to photosynthesis?,,,,35
